Job Title,Company Name,Location,Skills,Years of Experience,Education,Job Type,Salary
Sr Data Scientist,Fanatics Inc.,Los Angeles; CA,"Spark, Data Engineering, Python, Computer Science, MLOps, Deep Learning, Presentation Skills, Cloud Computing, Marketing, Machine Learning Algorithms, Research, PyTorch, AI, R, Data Mining, SQL, Data Visualization, Statistics, Machine Learning",4,Doctorate; Master,Full-time,152;000 - 190;000 a year
Data Scientist,Centurion Consulting Group,Remote,"AI, Azure, R, AWS, Scikit-learn, Natural Language Processing, Computer Science, Statistics, TensorFlow, Research, Leadership, PyTorch, Machine Learning",13,Bachelor; Master,Not specified,Not specified
Data Scientist,AstraZeneca,Mount Vernon; IN 47620,"AI, Github, Software development, Analytics, Data Analytics, Data Engineering, SQL, Jira, Python, Computer Science, Agile, Power BI, Snowflake, Machine Learning",3,Bachelor,Full-time,Not specified
Applied Scientist; ML_AI,Amazon Development Center U.S.; Inc.,Hybrid work in Santa Clara; CA,"AI, Computer Vision, Software development, Unix, Data Mining, AWS, Java, Data Structures, Cloud Computing, Python, Machine Learning Algorithms, Natural Language Processing, Reinforcement Learning, Linux, Research, Machine Learning",4,Doctorate; Master,Full-time,136;000 a year
Staff Data Scientist,Crunchbase,California,"Go, Analytics, Pandas, SQL, Python, Agile, Machine Learning",6,Not Specified,Not specified,190;000 - 210;000 a year
Senior Data Analyst,Hearth,New York; NY  (Chelsea area),"Go, R, Analytics, A/B Testing, Data Analytics, SQL, Python, REST, Marketing, Tableau, Leadership, Machine Learning",6,Not Specified,Not specified,110;000 - 160;000 a year
Data Scientist,Accenture Federal Services,Fort Belvoir; VA,"Spark, Deep Learning, R, Pandas, NoSQL, AWS, Hadoop, MongoDB, SQL, Scikit-learn, Python, Computer Science, Linux, MySQL, Tableau, Big Data",5,Not Specified,Not specified,Not specified
Senior Data Scientist,Warner Bros. Discovery,Burbank; CA 91505,"R, Excel, Forecasting, SQL, Python, Marketing, Statistics, Research, Leadership, Machine Learning",4,Doctorate; Master,Not specified,119;700 - 222;300 a year
Principal Data Scientist - AI Foundations; Personalization,Capital One,Hybrid work in McLean; VA,"AI, Deep Learning, Analytics, APIs, Banking, Data Analytics, AWS, Scikit-learn, Cloud Computing, Data Analysis, Natural Language Processing, Financial Services, TensorFlow, Research, PyTorch, Keras, Machine Learning",5,Bachelor; Doctorate; Master,Full-time,Not specified
Applied Scientist I,Amazon.com Services LLC,Seattle; WA,"Risk Management, SQL, Java, Python, Computer Science, Statistics, Research, Data Warehouse, Machine Learning",Not specified,Master,Full-time,115;100 a year
Data Scientist (Data Scientist 1),HII,Remote in Alexandria; VA,"AI, Software development, Data Mining, Big Data, Project Management, Agile, Machine Learning",4,Bachelor,Full-time,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,"Azure, R, Analytics, Data Mining, AWS, Hadoop, Big Data, SQL, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, Statistical Analysis, Tableau, Research, Machine Learning",Not specified,Master,Full-time,108;306 - 200;000 a year
Sr Data Scientist - Personalization and Recommendations (Applied ML; Deep Learning)(Remote Or Hybrid),Target,Remote in Minneapolis; MN 55403,"AI, Spark, Deep Learning, Hadoop, SQL, Python, Scala, Agile, Statistics, Machine Learning",3,Doctorate,Full-time,93;800 - 202;600 a year
Research Engineer; Human-AI Interaction,OpenAI,Hybrid work in San Francisco; CA,"AI, Deep Learning, Computer Science, Research, Machine Learning",3,Doctorate,Full-time,245;000 - 440;000 a year
Senior Data Scientist,Headway.co,Remote,"Spark, Analytics, Data Analytics, Data Engineering, Java, Data Analysis, Python, Computer Science, Research, Machine Learning",3,Doctorate; Master,Not specified,Not specified
Associate Data Scientist Genomic Medicine,MD Anderson Cancer Center,Hybrid work in Houston; TX 77030,"Scripting, R, Unix, Python, Computer Science, Statistics, Leadership",Not specified,Bachelor; Doctorate,Full-time,Not specified
Senior Data Scientist,PPG,Pittsburgh; PA,"AI, Deep Learning, R, Computer Vision, Data Mining, SQL, Data Visualization, Data Analysis, Python, Reinforcement Learning, Statistics, Statistical Analysis, Leadership, Machine Learning",Not specified,Master,Not specified,Not specified
Data Scientist; WWDE Data Science,Amazon.com Services LLC,Bellevue; WA,"Excel, Python, Computer Science, Predictive Analysis, Data Analysis, Scripting, R, Analytics, Tableau, Data Mining, AWS, Hadoop, SQL, Data Visualization, SAS, Redshift, Statistics, MATLAB, Machine Learning",5,Bachelor; Master,Full-time,111;600 a year
Staff Data Scientist,Arkestro,Remote,"AI, Github, Pandas, AWS, Forecasting, SQL, Jira, Python, Computer Science, Statistics, Leadership, Snowflake, Machine Learning",6,Doctorate,Not specified,200;000 - 220;000 a year
Applied Scientist; Amazon Search,Amazon.com Services LLC,Palo Alto; CA,"Deep Learning, A/B Testing, Data Mining, Java, Data Structures, Python, Computer Science, Reinforcement Learning, Statistics, Research, Machine Learning",4,Doctorate; Master,Full-time,136;000 a year
Expert Data Scientist,Genentech,San Francisco; CA  (Mission Bay area),"AI, Predictive Analysis, Deep Learning, R, Analytics, Data Analytics, Forecasting, Data Visualization, Data Analysis, Python, SAS, Natural Language Processing, Statistics, Computer Science, Tableau, Research, Machine Learning",3,Doctorate; Master,Full-time,Not specified
Data Scientist 3,Pacific Northwest National Laboratory,Richland; WA 99354,"AI, Deep Learning, Analytics, Computer Vision, Software development, Data Analytics, Big Data, Python, Statistics, TensorFlow, Research, PyTorch, Git, Machine Learning",5,Doctorate,Full-time,Not specified
TikTok Shop - US Data Scientist - Logistics,TikTok,Seattle; WA,"R, Analytics, Data Analytics, SQL, Data Analysis, Python, Computer Science, Statistics, Research",5,Not Specified,Not specified,153;000 - 332;000 a year
TikTok Shop - Data Scientist,TikTok,Seattle; WA,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,US National Institutes of Health,Remote,"AI, R, Data Mining, Big Data, Data Visualization, Python, Computer Science, Statistics, MATLAB, Tableau, Machine Learning",Not specified,Bachelor,Full-time,139;395 - 181;216 a year
Senior Data Scientist,Capital One,McLean; VA,"Spark, Deep Learning, R, Analytics, Data Analytics, AWS, Big Data, SQL, Cloud Computing, Python, Scala, Data Analysis, Research, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,Not specified
Data Scientist Bioinformatics,MD Anderson Cancer Center,Hybrid work in Houston; TX 77030,"AI, Github, R, Data Analysis, Python, Computer Science, Statistics, Leadership, Machine Learning",Not specified,Bachelor; Doctorate; Master,Full-time,Not specified
Senior IT Data Analyst,Fidelity Investments,Smithfield; RI 02917,"Go, Data Analysis Skills, SQL, Analysis Skills, Data Analysis, Leadership",7,Not Specified,Not specified,Not specified
Research Computer Scientist; AST; Data Analysis (Direct Hire),US Ames Research Center,Moffett Field; CA,"AI, Go, Project Management, Data Analysis, Computer Science, Statistics, Research",Not specified,Bachelor,Full-time,152;105 - 191;900 a year
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Spark, Scripting, Deep Learning, R, Analytics, Software development, Hadoop, SQL, Python, Statistics, Tableau, Machine Learning",Not specified,Master,Not specified,Not specified
Senior AI/ML Applied Scientist - Enterprise Data,SAP,Hybrid work in Palo Alto; CA 94304,"AI, Deep Learning, Analytics, Python, Machine Learning Algorithms, Computer Science, TensorFlow, Leadership, PyTorch, Machine Learning",5,Bachelor; Doctorate; Master,Full-time,Not specified
Machine Learning Research Scientist,Qualcomm,San Diego; CA,"AI, Sales, Computer Vision, R, Python, Computer Science, Research, PyTorch, Machine Learning",4,Bachelor; Doctorate; Master,Not specified,148;500 - 222;500 a year
Senior Data Scientist; Product,Google,San Francisco; CA,"Analytics, R, SQL, Data Structures, Python, Statistics, Statistical Analysis, Product Management, Leadership",8,Bachelor; Master,Full-time,Not specified
Senior Data Scientist,Microsoft,Redmond; WA 98052  (Overlake area),"AI, Predictive Analysis, Forecasting, Computer Science, Statistics, Product Management, Research, Leadership",5,Bachelor; Doctorate; Master,Full-time,117;200 - 229;200 a year
Applied Scientist,Amazon.com Services LLC,Sunnyvale; CA,"AI, Computer Vision, Data Mining, Java, Data Structures, Python, Machine Learning",3,Doctorate; Master,Full-time,136;000 a year
Data Scientist,Booz Allen,Shaw AFB; SC,"AI, Spark, R, Analytics, NoSQL, Data Mining, Hadoop, Big Data, SQL, Kafka, Data Visualization, Data Analysis, Python, Natural Language Processing, Seaborn, MySQL, Leadership, Machine Learning",3,Bachelor,Full-time,75;600 - 172;000 a year
Applied Scientist II,Microsoft,Redmond; WA 98052  (Overlake area),"AI, Azure, Analytics, Java, Natural Language Processing, Python, Computer Science, Statistics, Research, APIs, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,94;300 - 182;600 a year
Lead Data Scientist - Experimentation (A/B Testing),Target,Minneapolis; MN 55445,"Spark, A/B Testing, Hadoop, Forecasting, SQL, Python, Scala, Agile, Statistics, Marketing, Machine Learning",5,Doctorate,Full-time,126;600 - 227;900 a year
Senior Associate; Data Scientist - Enterprise Tech Analytics,Capital One,Richmond; VA,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,CVS Health,Chicago; IL,,Not specified,Not Specified,Not specified,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,,Not specified,Not Specified,Not specified,Not specified
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,US National Institutes of Health,Montgomery County; MD,,Not specified,Not Specified,Not specified,Not specified
Applied Scientist; Buyer Abuse Prevention ML,Amazon.com Services LLC,Seattle; WA,,Not specified,Not Specified,Not specified,Not specified
Applied Scientist; Modeling and Optimization (MOP),Amazon.com Services LLC,Bellevue; WA,,Not specified,Not Specified,Not specified,Not specified
Associate Data Scientist; Paramount Advertising,Paramount,New York; NY 10036,,Not specified,Not Specified,Not specified,Not specified
Data Scientist/Senior Data Scientist,Navy Federal Credit Union,Vienna; VA 22180,,Not specified,Not Specified,Not specified,Not specified
Sr. Data Scientist; Monetization,Pinterest,San Francisco; CA,,Not specified,Not Specified,Not specified,Not specified
AIML - Sr Data Scientist; Data and ML Innovation,Apple,Seattle; WA,,Not specified,Not Specified,Not specified,Not specified
Data Scientist - DIRECT HIRE,US Office of the Secretary of Transportation,Washington; DC 20590  (Navy Yard area),,Not specified,Not Specified,Not specified,Not specified
A/AI Machine Learning Engineer,Lockheed Martin Corporation,Littleton; CO,,Not specified,Not Specified,Not specified,Not specified
Data Scientist; GS-1560-15 DH,US National Science Foundation,Alexandria; VA 22314  (Eisenhower East area),,Not specified,Not Specified,Not specified,Not specified
Sr Data Scientist - Generative AI (GenAI; GAI; Deep Learning),Target,Minneapolis; MN 55445,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,CACI,McLean; VA 22102,,Not specified,Not Specified,Not specified,Not specified
Applied Scientist; Amazon Robotics (AR),Amazon.com Services LLC,Seattle; WA,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,Booz Allen,Arlington; VA,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Research Scientist,Peraton,Hybrid work in Basking Ridge; NJ,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,Formotiv,Remote,,Not specified,Not Specified,Not specified,Not specified
Senior Data Analyst,Ryan Companies US; Inc.,Chicago; IL,,Not specified,Not Specified,Not specified,Not specified
Principal Data Scientist,Gap Inc.,Remote in San Francisco; CA 94105,,Not specified,Not Specified,Not specified,Not specified
Data Scientist,BI USA,Hybrid work in Ridgefield; CT 06877,,Not specified,Not Specified,Not specified,Not specified
AI/ML Engineer,Intone Networks,Washington; DC 20001  (Sursum Corda Cooperative area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist III; Pathology,UT Southwestern,Dallas; TX 75390  (Design District area),,Not specified,Not Specified,Not specified,Not specified
Decision Scientist - Loyalty Product Analytics (Hybrid NYC),CVS Health,Hybrid work in New York; NY,,Not specified,Not Specified,Not specified,Not specified
Data Scientist IV - Deep Learning,Kaiser Permanente,Oakland; CA,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,CVS Health,Hybrid work in Hartford; CT,,Not specified,Not Specified,Not specified,Not specified
Senior Scientist; Data Science; QDI,Qiagen,Remote,,Not specified,Not Specified,Not specified,Not specified
Senior Scientist; Discovery Data Science - (1 of 2 positions),Johnson & Johnson,San Diego; CA,,Not specified,Not Specified,Not specified,Not specified
Principal AI Engineer,MetLife,Remote,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Engineer II,Warner Bros. Discovery,New York; NY 10001  (Chelsea area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist,Accenture Federal Services,Fort Belvoir; VA,,Not specified,Not Specified,Not specified,Not specified
Data Scientist III; Pathology,UT Southwestern,Dallas; TX 75390  (Design District area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist II; School of Public Health,UT Southwestern,Dallas; TX 75390  (Design District area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist II; General Internal Medicine,UT Southwestern,Dallas; TX 75390  (Design District area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist,Booz Allen,Arlington; VA,,Not specified,Not Specified,Not specified,Not specified
Sr. Data Analyst,Mass General Brigham Health Plan,Somerville; MA 02145  (Assembly Square area),,Not specified,Not Specified,Not specified,Not specified
Sr Data Analyst,Trilogy Federal LLC,Remote in Arlington; VA,,Not specified,Not Specified,Not specified,Not specified
Operations Research Data Scientist,Hadrian,Los Angeles; CA,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Research Scientist,Peraton,Hybrid work in Basking Ridge; NJ,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Engineer,Adobe,San Jose; CA 95110  (Downtown area),,Not specified,Not Specified,Not specified,Not specified
Data Scientist Level II,Greystones Consulting Group LLC,Hybrid work in Washington; DC 20003,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,Providence,Remote in Renton; WA 98057,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Researcher,Curai,Remote,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,Providence,Remote in Renton; WA 98057,,Not specified,Not Specified,Not specified,Not specified
Machine Learning Researcher,Curai,Remote,,Not specified,Not Specified,Not specified,Not specified
Senior Product Data Scientist; Pricing,Waymo,Hybrid work in Mountain View; CA,,Not specified,Not Specified,Not specified,Not specified
GenAI Data Scientist,Deltek; Inc.,Remote,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,BASF Corporation,Charlotte; NC 28273  (Olde Whitehall area),,Not specified,Not Specified,Not specified,Not specified
Lead Data Scientist - RWE (Real World Evidence),CVS Health,Remote in Blue Bell; PA,,Not specified,Not Specified,Not specified,Not specified
Analytics and Data Scientist,Continental,Hybrid work in Fairlawn; OH,,Not specified,Not Specified,Not specified,Not specified
Data Science Principal Engineer,Verizon,Basking Ridge; NJ,,Not specified,Not Specified,Not specified,Not specified
Data Engineer,NTT DATA,Remote in Louisville; KY 40201,,Not specified,Not Specified,Not specified,Not specified
Senior Data Scientist,Afiniti,Washington; DC 20006  (Foggy Bottom area),"AI, Sales, Julia, R, Analytics, Banking, Data Analytics, SQL, Data Visualization, Data Analysis, Python, Computer Science, Financial Services, Statistics, Git, Machine Learning",5,Bachelor; Master,Not specified,Not specified
Machine Learning Engineer 3,Zoom Video Communications; Inc.,Remote in San Jose; CA 95113,"Distributed Systems, AWS, Docker, Python, Computer Science, Machine Learning Algorithms, TensorFlow, Kubernetes, REST, Research, PyTorch, Machine Learning",2,Master,Full-time,185;000 a year
Principal Data Scientist,Unity Technologies,San Francisco; CA,"Computer Science, TensorFlow, Statistics, Research, Machine Learning",Not specified,Doctorate,Not specified,217;400 - 294;100 a year
Data Scientist,Realign LLC,Bentonville; AR,"R, Data Mining, SQL, Data Visualization, Python, Machine Learning Algorithms, Computer Science, Statistics, Tableau, Power BI, Machine Learning",Not specified,Bachelor; Master,Full-time,Not specified
Decision Scientist,Meta,Menlo Park; CA 94025,"Scripting, R, Analytics, Pandas, Data Mining, Hadoop, NumPy, SQL, Quantitative analysis, Data Visualization, Data Analysis, Python, Natural Language Processing, Computer Science, Statistics, Marketing, Research, Machine Learning",5,Bachelor; Doctorate; Master,Not specified,133;000 - 185;000 a year
Lead Data Scientist,bioMérieux,San Jose; CA,"Matplotlib, Software development, R, Analytics, Data Mining, Project Leadership, Research, Data Analysis, Python, Machine Learning Algorithms, Computer Science, Statistics, Statistical Analysis, Tableau, Seaborn, Leadership, Power BI, Machine Learning",60,Doctorate; Master,Not specified,157;040 - 203;900 a year
Sr Data Scientist - Personalization and Recommendations (Applied ML; Deep Learning)(Remote Or Hybrid),Target,Remote in Minneapolis; MN 55403,"AI, Spark, Deep Learning, Hadoop, SQL, Python, Scala, Agile, Statistics, Machine Learning",3,Doctorate,Full-time,93;800 - 202;600 a year
Data Scientist,US National Institutes of Health,Remote,"AI, R, Data Mining, Big Data, Data Visualization, Python, Computer Science, Statistics, MATLAB, Tableau, Machine Learning",Not specified,Bachelor,Full-time,139;395 - 181;216 a year
Data Scientist,CVS Health,Remote in Hartford; CT,"Analytics, Data Mining, SQL, Data Analysis, SAS, Natural Language Processing, Computer Science, Statistics, Statistical Software, Tableau, Data Warehouse, Machine Learning",Not specified,Master,Full-time,80;870 - 150;000 a year
Sr. Data Scientist,CVS Health,New York; NY,"Azure, NoSQL, Python, Computer Science, Big Data, Natural Language Processing, Statistical Software, Statistical Analysis, Research, R, Analytics, Java, Tableau, Data Mining, AWS, Hadoop, SQL, MySQL, Machine Learning",Not specified,Master,Full-time,108;306 - 200;000 a year
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Spark, Scripting, Deep Learning, R, Analytics, Software development, Hadoop, SQL, Python, Statistics, Tableau, Machine Learning",Not specified,Master,Not specified,Not specified
Senior Data Scientist; Research,Google,Reston; VA  (Sunset Hills area),"Analytics, R, SQL, Python, Statistics, Statistical Analysis, Research",8,Doctorate; Master,Full-time,Not specified
Senior Data Scientist,Petco,San Antonio; TX 78245,,Not specified,Not Specified,Full-time,119;000 - 134;000 a year
Data Scientist,USDM Life Sciences,Thousand Oaks; CA,"MATLAB, Data Analysis, Python, Analytics",21,Doctorate; Master,Full-time,40 - 50 an hour
Analyst 1; Statistical Researcher,Salt Lake Community College,Salt Lake City; UT 84123,"R, Analytics, Data Analytics, Data Mining, Data Visualization, Statistics, Statistical Analysis, Research, Machine Learning",Not specified,Bachelor; Master,Full-time,62;974 a year
Jr Statistician - Urology,UCLA Health,Los Angeles; CA 90095,"R, SAS, Computer Science, Statistical Software, Statistical Analysis, Statistics, Research",2,Bachelor,Full-time,Not specified
Sr. Data Analyst,WebMD,Newark; NJ 07102  (Central Business District area),"Sales, Excel, Business Analysis, SQL, Marketing",2,Not Specified,Full-time,Not specified
Data Scientist,Lockton; Inc.,Dallas; TX,"Software development, R, Analytics, Excel, Data Analytics, Data Mining, Forecasting, SQL, Big Data, Python, SAS, Agile, Statistics, Computer Science, Data Warehouse, Research, APIs, Machine Learning",2,Bachelor; Master,Full-time,Not specified
Senior Data Scientist,Aurora Innovation,Mountain View; CA,"AWS, Data Engineering, Forecasting, SQL, NumPy, Python, Computer Science, Statistics, Research, PyTorch, Big Data",4,Doctorate,Not specified,168;000 - 252;000 a year
Staff Data Scientist 1,Applied Research Associates; Inc,Bentonville; AR 72712,"Data Mining, Research, Kubernetes",10,Bachelor; Master,Not specified,Not specified
Data Scientist II,Black Eagle Defense,Annapolis Junction; MD,"Data Mining, Hypothesis testing, Data Structures, Python, Computer Science, Statistics, Statistical Analysis, Research, Machine Learning",5,Bachelor,Full-time,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,"Azure, R, Analytics, Data Mining, AWS, Hadoop, Big Data, SQL, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, Statistical Analysis, Tableau, Research, Machine Learning",Not specified,Master,Full-time,108;306 - 200;000 a year
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Leadership, Software development, Analytics, Machine Learning",Not specified,Master,Not specified,Not specified
Lead Data Scientist,CVS Health,New York; NY,"Spark, R, Analytics, AWS, SQL, Jira, Docker, Python, Statistics, Statistical Analysis, Tableau, Research, Machine Learning",Not specified,Master,Full-time,132;250 - 260;000 a year
Data Scientist,US National Institutes of Health,Montgomery County; MD,"AI, Deep Learning, R, Data Mining, Data Visualization, Python, Computer Science, Reinforcement Learning, Statistics, MATLAB, Leadership, Tableau, Machine Learning",Not specified,Bachelor,Full-time,117;962 - 153;354 a year
Statistician,US Cybersecurity and Infrastructure Security...,Arlington; VA 22209  (Radnor-Ft Myer Heights area),"Research, Statistics",5,Not Specified,Full-time,139;395 - 181;216 a year
Senior Data Scientist / Applied Statistician,LaunchDarkly,Oakland; CA,"Go, Data Engineering, Scala, Statistics, Machine Learning",Not specified,Not Specified,Not specified,Not specified
Statistician - Direct Hire,US Department of Transportation - Agency Wide,Salt Lake City; UT,"Forecasting, Data Analysis, Statistical Software, Statistical Analysis, Statistics, Research",3,Doctorate,Part-time,72;553 - 134;435 a year
Sr.; Data Analyst,Parkland Health and Hospital System,Dallas; TX 75201,"Analytics, Excel, Data Analysis, Statistical Analysis, Research",125,Bachelor; Master,Not specified,Not specified
Manager - Data Analytics & Statistician,Amex,Hybrid work in New York; NY,"Analytics, Excel, Data Analytics, Project Management, Marketing, Tableau, Leadership",7,Not Specified,Not specified,80;000 - 155;000 a year
Statistician I,University of Nebraska Medical Center,Hybrid work in Omaha; NE,"R, SQL, Data Analysis, Python, SAS, Statistical Software, Statistics, Statistical Analysis, Research",Not specified,Master,Full-time,60;500 - 90;800 a year
SR Data Scientist,Vass,Remote,"AI, Spark, Azure, Python, Git",1,Not Specified,Not specified,Not specified
Data Scientist,AstraZeneca,Mount Vernon; IN 47620,"AI, Github, Software development, Analytics, Data Analytics, Data Engineering, SQL, Jira, Python, Computer Science, Agile, Power BI, Snowflake, Machine Learning",3,Bachelor,Full-time,Not specified
Data Scientist,Serco North America,Remote in Rock Island; IL 61201,"Scripting, Azure, R, Analytics, Pandas, Data Analytics, Forecasting, SQL, NumPy, Data Visualization, Python, SAS, Statistics, Statistical Analysis, Tableau, Research, Leadership, Machine Learning",10,Bachelor; Master,Full-time,Not specified
Senior Data Scientist - HTS - Fintech Ancillaries,Hopper,New York; NY,"SQL, Data Visualization, Python, Machine Learning Algorithms, Leadership, Machine Learning",Not specified,Not Specified,Full-time,110;000 - 300;000 a year
Senior Data Scientist; Growth,Upstart Network; Inc.,Remote,"AI, R, A/B Testing, SQL, Hypothesis testing, Data Analysis, Python, Marketing, Statistics, Statistical Analysis, Research, Machine Learning",2,Bachelor; Doctorate,Not specified,149;800 - 207;000 a year
TikTok Shop - Data Scientist,TikTok,Seattle; WA,"R, Analytics, SQL, Python, Computer Science, Statistics, Machine Learning",Not specified,Bachelor; Doctorate,Not specified,108;000 - 168;000 a year
Sr Data Scientist - Demand Forecasting,Target,Minneapolis; MN 55445,"AI, Software development, R, Forecasting, CI/CD, Java, Data Structures, Data Analysis, Python, Scala, Machine Learning Algorithms, Statistics, Marketing, Machine Learning",Not specified,Not Specified,Full-time,93;800 - 168;800 a year
Senior Data Scientist,Capital One,McLean; VA,"Spark, Deep Learning, R, Analytics, Data Analytics, AWS, Big Data, SQL, Cloud Computing, Python, Scala, Data Analysis, Research, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,Not specified
Data Scientist,Micron,Manassas; VA,"AI, R, Analytics, Data Analytics, Data Engineering, Big Data, Data Visualization, Computer Science, Statistics, Machine Learning",Not specified,Master,Not specified,Not specified
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Spark, Scripting, Deep Learning, R, Analytics, Software development, Hadoop, SQL, Python, Statistics, Tableau, Machine Learning",Not specified,Master,Not specified,Not specified
Data Scientist (Data Scientist 1) 19093,HII,Alexandria; VA,"AI, Software development, Data Mining, Big Data, Project Management, Agile, Machine Learning",4,Bachelor,Full-time,Not specified
Data Scientist,Booz Allen,Arlington; VA,"R, Analytics, Data Analytics, Data Mining, SQL, Java, Data Visualization, Data Analysis, Python, Statistics, Statistical Analysis, Tableau, Leadership, Power BI, Machine Learning",5,Bachelor; Master,Full-time,75;600 - 172;000 a year
Mathematical Statistician,US Drug Enforcement Administration,Arlington; VA,"Research, Statistics",5,Not Specified,Full-time,112;015 - 145;617 a year
Data Scientist; Alexa Customer Journeys,Amazon.com Services LLC - A57,Seattle; WA,"AI, Scripting, R, Data Engineering, SQL, Data Analysis, Python, SAS, Scala, Perl, Product Management, MATLAB, Marketing, Machine Learning",3,Bachelor,Full-time,111;600 a year
Applied Scientist Seller Growth ; International Seller Growth,Amazon.com Services LLC,Seattle; WA,"Deep Learning, Java, Python, Computer Science, Perl, Statistics, Research, Leadership, Machine Learning",2,Master,Full-time,115;100 a year
Space Data Scientist,Booz Allen,El Segundo; CA,"R, Forecasting, SQL, Hypothesis testing, Python, Scala, Marketing, Tableau, Leadership, Power BI",2,Bachelor; Master,Full-time,75;600 - 172;000 a year
Lead AI or ML Engineer - Remote,Optum,Remote in Minneapolis; MN 55401,"AI, Github, Deep Learning, R, Software development, Presentation Skills, Python, Computer Science, Statistics, Git, Machine Learning",5,Doctorate; Master,Full-time,104;700 - 190;400 a year
Data Analyst; Senior | HYBRID,Dignari,Washington; DC 20004  (Downtown area),"Analytics, Data Analytics, Data Structures, Data Analysis, Tableau, Leadership",Not specified,Not Specified,Full-time,Not specified
Researcher – Machine Learning – Microsoft Research,Microsoft,Redmond; WA 98052  (Overlake area),"Deep Learning, Natural Language Processing, Computer Science, Research, PyTorch, Machine Learning",Not specified,Doctorate,Full-time,117;200 - 229;200 a year
Senior Data Analyst (Remote),Patterson,Remote in Saint Paul; MN 55120,"Analytics, SQL, Data Analysis, Computer Science, Research, Leadership",5,Bachelor; Master,Full-time,Not specified
Senior Data Scientist; Customer Analytics,Atlassian,Remote in San Francisco; CA 94104,"Go, R, Analytics, SQL, Python, Statistics",Not specified,Doctorate; Master,Full-time,Not specified
Senior Data Analyst,Delaware North,Buffalo; NY 14202  (Central Business District area),"Sales, R, Analytics, Data Analytics, Data Engineering, SQL, Data Analysis, Python, SAS, Computer Science, Tableau, Research",100,Bachelor,Full-time,66;500 - 89;900 a year
Data Scientist - Expert - Moon 451-02,Integrated Intel Solutions,McLean; VA,"AI, Analytics, Pandas, Data Analytics, NumPy, Scikit-learn, Data Visualization, SciPy, Python, TensorFlow, Tableau, Leadership, PyTorch",Not specified,Not Specified,Not specified,Not specified
Staff Machine Learning Engineer,Labelbox,San Francisco Bay Area; CA,"AI, Deep Learning, Excel, Distributed Systems, Java, Natural Language Processing, Python, Machine Learning Algorithms, Computer Science, Research, Machine Learning",5,Bachelor,Not specified,215;000 - 250;000 a year
Staff ML Engineer,GE HEALTHCARE,Hybrid work in Seattle; WA 98108,"AI, Deep Learning, Computer Vision, Software development, Java, Python, Computer Science, Statistical Analysis, Leadership, Machine Learning",5,Doctorate; Master,Not specified,197;472 - 296;208 a year
Senior Data Analyst,NYC Office Of The Mayor,New York; NY,"Analytics, R, Excel, SQL, Data Visualization, Python, Tableau, Leadership, Power BI",Not specified,Not Specified,Full-time,76;000 - 86;000 a year
Data Science Principal Engineer,Verizon,Basking Ridge; NJ,"Spark, Analytics, SQL, Java, Python, Scala, Computer Science, Tableau, Big Data",Not specified,Bachelor; Master,Full-time,Not specified
Senior Healthcare Data Analyst,Mass General Brigham,Boston; MA 02114  (West End area),"Go, Azure, Analytics, Excel, SQL, Data Structures, Project Management, Data Visualization, Data Analysis, Data Warehouse, Statistics, Tableau, Research, Leadership, Snowflake",8,Bachelor,Full-time,Not specified
